Date	Close
10/13/2016	16.3375
10/14/2016	16.497499
10/17/2016	16.4025
10/18/2016	16.6525
10/19/2016	16.6175
10/20/2016	16.932501
10/21/2016	16.885
10/24/2016	17.6775
10/25/2016	17.967501
10/26/2016	18.040001
10/27/2016	17.67
10/28/2016	17.639999
10/31/2016	17.790001
11/1/2016	17.262501
11/2/2016	17.190001
11/3/2016	16.99
11/4/2016	16.8925
11/7/2016	17.817499
11/8/2016	17.790001
11/9/2016	17.49
11/10/2016	16.942499
11/11/2016	21.9925
11/14/2016	20.91
11/15/2016	21.547501
11/16/2016	22.907499
11/17/2016	23.0975
11/18/2016	23.34
11/21/2016	23.245001
11/22/2016	23.4125
11/23/2016	23.4925
11/25/2016	23.540001
11/28/2016	23.5275
11/29/2016	23.3125
11/30/2016	23.049999
12/1/2016	21.91
12/2/2016	22.112499
12/5/2016	22.969999
12/6/2016	23.3475
12/7/2016	23.7675
12/8/2016	23.370001
12/9/2016	22.955
12/12/2016	22.397499
12/13/2016	22.7925
12/14/2016	24.112499
12/15/2016	24.6775
12/16/2016	25.102501
12/19/2016	25.407499
12/20/2016	26.2925
12/21/2016	26.4575
12/22/2016	26.7775
12/23/2016	27.445
12/27/2016	29.33
12/28/2016	27.3125
12/29/2016	27.8575
12/30/2016	26.684999
1/3/2017	25.502501
1/4/2017	26.0975
1/5/2017	25.434999
1/6/2017	25.775
1/9/2017	26.82
1/10/2017	26.6175
1/11/2017	26.290001
1/12/2017	25.860001
1/13/2017	25.8575
1/17/2017	25.2775
1/18/2017	25.737499
1/19/2017	26.290001
1/20/2017	26.002501
1/23/2017	26.272499
1/24/2017	26.8325
1/25/2017	26.9475
1/26/2017	27.4125
1/27/2017	27.942499
1/30/2017	27.504999
1/31/2017	27.295
2/1/2017	28.487499
2/2/2017	28.8475
2/3/2017	28.594999
2/6/2017	29.327499
2/7/2017	29.782499
2/8/2017	29.6525
2/9/2017	29.094999
2/10/2017	28.405001
2/13/2017	27.094999
2/14/2017	27.195
2/15/2017	27.25
2/16/2017	26.8125
2/17/2017	26.807501
2/21/2017	27.7675
2/22/2017	27.690001
2/23/2017	25.122499
2/24/2017	25.365
2/27/2017	26.102501
2/28/2017	25.370001
3/1/2017	25.6975
3/2/2017	24.75
3/3/2017	24.6075
3/6/2017	24.4175
3/7/2017	24.684999
3/8/2017	24.639999
3/9/2017	24.635
3/10/2017	24.780001
3/13/2017	25.4625
3/14/2017	25.445
3/15/2017	25.637501
3/16/2017	25.952499
3/17/2017	26.5175
3/20/2017	27.362499
3/21/2017	26.477501
3/22/2017	27.0175
3/23/2017	26.772499
3/24/2017	26.8675
3/27/2017	27.0625
3/28/2017	26.922501
3/29/2017	26.834999
3/30/2017	27.35
3/31/2017	27.2325
4/3/2017	27.094999
4/4/2017	25.195
4/5/2017	25.0075
4/6/2017	25.190001
4/7/2017	25.0825
4/10/2017	24.442499
4/11/2017	24.530001
4/12/2017	24.327499
4/13/2017	23.872499
4/17/2017	24.807501
4/18/2017	24.8225
4/19/2017	24.92
4/20/2017	25.315001
4/21/2017	25.42
4/24/2017	25.737499
4/25/2017	26.184999
4/26/2017	26.004999
4/27/2017	26.41
4/28/2017	26.075001
5/1/2017	26.66
5/2/2017	25.870001
5/3/2017	26.0625
5/4/2017	25.9625
5/5/2017	25.965
5/8/2017	25.692499
5/9/2017	25.735001
5/10/2017	30.3225
5/11/2017	31.625
5/12/2017	31.9725
5/15/2017	33.577499
5/16/2017	34.202499
5/17/2017	31.93
5/18/2017	33.267502
5/19/2017	34
5/22/2017	34.724998
5/23/2017	34.2575
5/24/2017	34.642502
5/25/2017	34.564999
5/26/2017	35.459999
5/30/2017	36.217499
5/31/2017	36.087502
6/1/2017	36.09
6/2/2017	35.91
6/5/2017	37.002499
6/6/2017	36.834999
6/7/2017	37.279999
6/8/2017	39.985001
6/9/2017	37.400002
6/12/2017	37.4925
6/13/2017	37.849998
6/14/2017	37.93
6/15/2017	38.092499
6/16/2017	37.904999
6/19/2017	39.330002
6/20/2017	39.272499
6/21/2017	39.8675
6/22/2017	39.592499
6/23/2017	38.4575
6/26/2017	38.037498
6/27/2017	36.645
6/28/2017	37.9375
6/29/2017	36.669998
6/30/2017	36.139999
7/3/2017	34.8325
7/5/2017	35.762501
7/6/2017	35.869999
7/7/2017	36.689999
7/10/2017	38.424999
7/11/2017	38.970001
7/12/2017	40.627499
7/13/2017	40.157501
7/14/2017	41.237499
7/17/2017	41.0625
7/18/2017	41.490002
7/19/2017	41.275002
7/20/2017	41.875
7/21/2017	42.025002
7/24/2017	41.537498
7/25/2017	41.337502
7/26/2017	41.814999
7/27/2017	40.435001
7/28/2017	41.0975
7/31/2017	40.627499
8/1/2017	41.122501
8/2/2017	41.0975
8/3/2017	41.619999
8/4/2017	41.802502
8/7/2017	43.087502
8/8/2017	42.575001
8/9/2017	43.0275
8/10/2017	41.185001
8/11/2017	38.990002
8/14/2017	42.099998
8/15/2017	41.744999
8/16/2017	41.287498
8/17/2017	40.3675
8/18/2017	40.375
8/21/2017	39.787498
8/22/2017	40.637501
8/23/2017	41.450001
8/24/2017	41.297501
8/25/2017	40.952499
8/28/2017	41.2425
8/29/2017	41.174999
8/30/2017	41.419998
8/31/2017	42.360001
9/1/2017	42.615002
9/5/2017	41.477501
9/6/2017	41.452499
9/7/2017	41.645
9/8/2017	40.922501
9/11/2017	42.25
9/12/2017	42.4025
9/13/2017	42.592499
9/14/2017	42.349998
9/15/2017	45.0275
9/18/2017	46.887501
9/19/2017	46.837502
9/20/2017	46.459999
9/21/2017	45.189999
9/22/2017	44.75
9/25/2017	42.75
9/26/2017	42.990002
9/27/2017	43.932499
9/28/2017	43.919998
9/29/2017	44.692501
10/2/2017	44.75
10/3/2017	44.842499
10/4/2017	45.217499
10/5/2017	45.192501
10/6/2017	45.325001
10/9/2017	46.3475
10/10/2017	47.232498
10/11/2017	47.735001
10/12/2017	47.7575
10/13/2017	48.647499
10/16/2017	49.482498
10/17/2017	49.4375
10/18/2017	49.395
10/19/2017	49.450001
10/20/2017	49.224998
10/23/2017	49.154999
10/24/2017	49.669998
10/25/2017	48.415001
10/26/2017	48.922501
10/27/2017	50.465
10/30/2017	50.959999
10/31/2017	51.702499
11/1/2017	51.799999
11/2/2017	51.485001
11/3/2017	52.172501
11/6/2017	52.407501
11/7/2017	53.0075
11/8/2017	52.290001
11/9/2017	51.330002
11/10/2017	54.035
11/13/2017	53.157501
11/14/2017	53.544998
11/15/2017	52.494999
11/16/2017	52.9025
11/17/2017	52.84
11/20/2017	53.52
11/21/2017	54.012501
11/22/2017	53.732498
11/24/2017	54.240002
11/27/2017	53.535
11/28/2017	52.677502
11/29/2017	49.105
11/30/2017	50.177502
12/1/2017	49.419998
12/4/2017	46.665001
12/5/2017	46.935001
12/6/2017	47.314999
12/7/2017	47.997501
12/8/2017	47.872501
12/11/2017	48.665001
12/12/2017	47.709999
12/13/2017	46.544998
12/14/2017	46.6175
12/15/2017	47.889999
12/18/2017	49.474998
12/19/2017	49.0275
12/20/2017	49.200001
12/21/2017	48.9725
12/22/2017	48.817501
12/26/2017	49.360001
12/27/2017	49.2925
12/28/2017	49.349998
12/29/2017	48.375
1/2/2018	49.837502
1/3/2018	53.1175
1/4/2018	53.397499
1/5/2018	53.849998
1/8/2018	55.5
1/9/2018	55.485001
1/10/2018	55.919998
1/11/2018	56.02
1/12/2018	55.744999
1/16/2018	55.0275
1/17/2018	56.18
1/18/2018	56.110001
1/19/2018	57.5275
1/22/2018	58.422501
1/23/2018	59.727501
1/24/2018	58.950001
1/25/2018	59.087502
1/26/2018	60.8325
1/29/2018	61.712502
1/30/2018	60.68
1/31/2018	61.450001
2/1/2018	60.125
2/2/2018	58.380001
2/5/2018	53.424999
2/6/2018	56.395
2/7/2018	57.200001
2/8/2018	54.380001
2/9/2018	58.02
2/12/2018	57.0075
2/13/2018	58.157501
2/14/2018	60.355
2/15/2018	61.625
2/16/2018	60.959999
2/20/2018	62.27
2/21/2018	60.377499
2/22/2018	60.537498
2/23/2018	61.482498
2/26/2018	61.645
2/27/2018	61.514999
2/28/2018	60.5
3/1/2018	58.052502
3/2/2018	59.134998
3/5/2018	58.912498
3/6/2018	60.540001
3/7/2018	60.459999
3/8/2018	60.294998
3/9/2018	61.3325
3/12/2018	62.439999
3/13/2018	61.927502
3/14/2018	62.185001
3/15/2018	62.334999
3/16/2018	62.619999
3/19/2018	60.25
3/20/2018	62.395
3/21/2018	62.139999
3/22/2018	60.462502
3/23/2018	58.2425
3/26/2018	61.119999
3/27/2018	56.380001
3/28/2018	55.337502
3/29/2018	57.897499
4/2/2018	55.262501
4/3/2018	56.337502
4/4/2018	56.560001
4/5/2018	55.345001
4/6/2018	53.5625
4/9/2018	53.852501
4/10/2018	56.977501
4/11/2018	56.560001
4/12/2018	58.650002
4/13/2018	57.875
4/16/2018	57.872501
4/17/2018	59.384998
4/18/2018	59.092499
4/19/2018	57.259998
4/20/2018	57.177502
4/23/2018	55.970001
4/24/2018	55.299999
4/25/2018	54.165001
4/26/2018	56.305
4/27/2018	56.5825
4/30/2018	56.224998
5/1/2018	56.785
5/2/2018	56.577499
5/3/2018	58.247501
5/4/2018	59.764999
5/7/2018	62.169998
5/8/2018	62.599998
5/9/2018	63.945
5/10/2018	65.032501
5/11/2018	63.6325
5/14/2018	63.84
5/15/2018	61.389999
5/16/2018	61.502499
5/17/2018	61.927502
5/18/2018	61.485001
5/21/2018	61.060001
5/22/2018	60.674999
5/23/2018	61.884998
5/24/2018	61.922501
5/25/2018	62.32
5/29/2018	62.147499
5/30/2018	63.247501
5/31/2018	63.047501
6/1/2018	64.404999
6/4/2018	66.212502
6/5/2018	66.267502
6/6/2018	66.287498
6/7/2018	65.724998
6/8/2018	65.57
6/11/2018	65.154999
6/12/2018	65.644997
6/13/2018	65.599998
6/14/2018	66.727501
6/15/2018	66.315002
6/18/2018	66.272499
6/19/2018	65.042503
6/20/2018	65.577499
6/21/2018	64.277496
6/22/2018	62.737499
6/25/2018	59.779999
6/26/2018	60.497501
6/27/2018	58.93
6/28/2018	60.215
6/29/2018	59.224998
7/2/2018	60.560001
7/3/2018	59.209999
7/5/2018	60.682499
7/6/2018	61.8325
7/9/2018	62.3125
7/10/2018	63.3125
7/11/2018	61.8825
7/12/2018	62.807499
7/13/2018	62.330002
7/16/2018	62.049999
7/17/2018	63.422501
7/18/2018	62.924999
7/19/2018	63.0075
7/20/2018	62.7225
7/23/2018	62.352501
7/24/2018	62.177502
7/25/2018	62.967499
