Date,Close,Returns
10/13/2016,16.3375,
10/14/2016,16.497499,0.159999
10/17/2016,16.4025,-0.094999
10/18/2016,16.6525,0.25
10/19/2016,16.6175,-0.035
10/20/2016,16.932501,0.315001
10/21/2016,16.885,-0.047501
10/24/2016,17.6775,0.7925
10/25/2016,17.967501,0.290001
10/26/2016,18.040001,0.0725
10/27/2016,17.67,-0.370001
10/28/2016,17.639999,-0.030001
10/31/2016,17.790001,0.150002
11/1/2016,17.262501,-0.5275
11/2/2016,17.190001,-0.0725
11/3/2016,16.99,-0.200001
11/4/2016,16.8925,-0.0975
11/7/2016,17.817499,0.924999
11/8/2016,17.790001,-0.027498
11/9/2016,17.49,-0.300001
11/10/2016,16.942499,-0.547501
11/11/2016,21.9925,5.050001
11/14/2016,20.91,-1.0825
11/15/2016,21.547501,0.637501
11/16/2016,22.907499,1.359998
11/17/2016,23.0975,0.190001
11/18/2016,23.34,0.2425
11/21/2016,23.245001,-0.094999
11/22/2016,23.4125,0.167499
11/23/2016,23.4925,0.08
11/25/2016,23.540001,0.047501
11/28/2016,23.5275,-0.012501
11/29/2016,23.3125,-0.215
11/30/2016,23.049999,-0.262501
12/1/2016,21.91,-1.139999
12/2/2016,22.112499,0.202499
12/5/2016,22.969999,0.8575
12/6/2016,23.3475,0.377501
12/7/2016,23.7675,0.42
12/8/2016,23.370001,-0.397499
12/9/2016,22.955,-0.415001
12/12/2016,22.397499,-0.557501
12/13/2016,22.7925,0.395001
12/14/2016,24.112499,1.319999
12/15/2016,24.6775,0.565001
12/16/2016,25.102501,0.425001
12/19/2016,25.407499,0.304998
12/20/2016,26.2925,0.885001
12/21/2016,26.4575,0.165
12/22/2016,26.7775,0.32
12/23/2016,27.445,0.6675
12/27/2016,29.33,1.885
12/28/2016,27.3125,-2.0175
12/29/2016,27.8575,0.545
12/30/2016,26.684999,-1.172501
1/3/2017,25.502501,-1.182498
1/4/2017,26.0975,0.594999
1/5/2017,25.434999,-0.662501
1/6/2017,25.775,0.340001
1/9/2017,26.82,1.045
1/10/2017,26.6175,-0.2025
1/11/2017,26.290001,-0.327499
1/12/2017,25.860001,-0.43
1/13/2017,25.8575,-0.002501
1/17/2017,25.2775,-0.58
1/18/2017,25.737499,0.459999
1/19/2017,26.290001,0.552502
1/20/2017,26.002501,-0.2875
1/23/2017,26.272499,0.269998
1/24/2017,26.8325,0.560001
1/25/2017,26.9475,0.115
1/26/2017,27.4125,0.465
1/27/2017,27.942499,0.529999
1/30/2017,27.504999,-0.4375
1/31/2017,27.295,-0.209999
2/1/2017,28.487499,1.192499
2/2/2017,28.8475,0.360001
2/3/2017,28.594999,-0.252501
2/6/2017,29.327499,0.7325
2/7/2017,29.782499,0.455
2/8/2017,29.6525,-0.129999
2/9/2017,29.094999,-0.557501
2/10/2017,28.405001,-0.689998
2/13/2017,27.094999,-1.310002
2/14/2017,27.195,0.100001
2/15/2017,27.25,0.055
2/16/2017,26.8125,-0.4375
2/17/2017,26.807501,-0.004999
2/21/2017,27.7675,0.959999
2/22/2017,27.690001,-0.077499
2/23/2017,25.122499,-2.567502
2/24/2017,25.365,0.242501
2/27/2017,26.102501,0.737501
2/28/2017,25.370001,-0.7325
3/1/2017,25.6975,0.327499
3/2/2017,24.75,-0.9475
3/3/2017,24.6075,-0.1425
3/6/2017,24.4175,-0.19
3/7/2017,24.684999,0.267499
3/8/2017,24.639999,-0.045
3/9/2017,24.635,-0.004999
3/10/2017,24.780001,0.145001
3/13/2017,25.4625,0.682499
