Date,Close,Returns
4/23/2021,"4,180.17",-7.45
4/22/2021,"4,134.98",-45.19
4/21/2021,"4,173.42",38.44
4/20/2021,"4,134.94",-38.48
4/19/2021,"4,163.26",28.32
4/16/2021,"4,185.47",22.21
4/15/2021,"4,170.42",-15.05
4/14/2021,"4,124.66",-45.76
4/13/2021,"4,141.59",16.93
4/12/2021,"4,127.99",-13.6
4/9/2021,"4,128.80",0.81
4/8/2021,"4,097.17",-31.63
4/7/2021,"4,079.95",-17.22
4/6/2021,"4,073.94",-6.01
4/5/2021,"4,077.91",3.97
4/1/2021,"4,019.87",-58.04
3/31/2021,"3,972.89",-46.98
3/30/2021,"3,958.55",-14.34
3/29/2021,"3,971.09",12.54
3/26/2021,"3,974.54",3.45
3/25/2021,"3,909.52",-65.02
3/24/2021,"3,889.14",-20.38
3/23/2021,"3,910.52",21.38
3/22/2021,"3,940.59",30.07
3/19/2021,"3,913.10",-27.49
3/18/2021,"3,915.46",2.36
3/17/2021,"3,974.12",58.66
3/16/2021,"3,962.71",-11.41
3/15/2021,"3,968.94",6.23
3/12/2021,"3,943.34",-25.6
3/11/2021,"3,939.34",-4
3/10/2021,"3,898.81",-40.53
3/9/2021,"3,875.44",-23.37
3/8/2021,"3,821.35",-54.09
3/5/2021,"3,841.94",20.59
3/4/2021,"3,768.47",-73.47
3/3/2021,"3,819.72",51.25
3/2/2021,"3,870.29",50.57
3/1/2021,"3,901.82",31.53
2/26/2021,"3,811.15",-90.67
2/25/2021,"3,829.34",18.19
2/24/2021,"3,925.43",96.09
2/23/2021,"3,881.37",-44.06
2/22/2021,"3,876.50",-4.87
2/19/2021,"3,906.71",30.21
2/18/2021,"3,913.97",7.26
2/17/2021,"3,931.33",17.36
2/16/2021,"3,932.59",1.26
2/12/2021,"3,934.83",2.24
2/11/2021,"3,916.38",-18.45
2/10/2021,"3,909.88",-6.5
2/9/2021,"3,911.23",1.35
2/8/2021,"3,915.59",4.36
2/5/2021,"3,886.83",-28.76
2/4/2021,"3,871.74",-15.09
2/3/2021,"3,830.17",-41.57
2/2/2021,"3,826.31",-3.86
2/1/2021,"3,773.86",-52.45
1/29/2021,"3,714.24",-59.62
1/28/2021,"3,787.38",73.14
1/27/2021,"3,750.77",-36.61
1/26/2021,"3,849.62",98.85
1/25/2021,"3,855.36",5.74
1/22/2021,"3,841.47",-13.89
1/21/2021,"3,853.07",11.6
1/20/2021,"3,851.85",-1.22
1/19/2021,"3,798.91",-52.94
1/15/2021,"3,768.25",-30.66
1/14/2021,"3,795.54",27.29
1/13/2021,"3,809.84",14.3
1/12/2021,"3,801.19",-8.65
1/11/2021,"3,799.61",-1.58
1/8/2021,"3,824.68",25.07
1/7/2021,"3,803.79",-20.89
1/6/2021,"3,748.14",-55.65
1/5/2021,"3,726.86",-21.28
1/4/2021,"3,700.65",-26.21
12/31/2020,"3,756.07",55.42
12/30/2020,"3,732.04",-24.03
12/29/2020,"3,727.04",-5
12/28/2020,"3,735.36",8.32
12/24/2020,"3,703.06",-32.3
12/23/2020,"3,690.01",-13.05
12/22/2020,"3,687.26",-2.75
12/21/2020,"3,694.92",7.66
12/18/2020,"3,709.41",14.49
12/17/2020,"3,722.48",13.07
12/16/2020,"3,701.17",-21.31
12/15/2020,"3,694.62",-6.55
12/14/2020,"3,647.49",-47.13
12/11/2020,"3,663.46",15.97
12/10/2020,"3,668.10",4.64
12/9/2020,"3,672.82",4.72
12/8/2020,"3,702.25",29.43
12/7/2020,"3,691.96",-10.29
12/4/2020,"3,699.12",7.16
12/3/2020,"3,666.72",-32.4
12/2/2020,"3,669.01",2.29
12/1/2020,"3,662.45",-6.56
11/30/2020,"3,621.63",-40.82
11/27/2020,"3,638.35",16.72
11/25/2020,"3,629.65",-8.7
11/24/2020,"3,635.41",5.76
11/23/2020,"3,577.59",-57.82
11/20/2020,"3,557.54",-20.05
11/19/2020,"3,581.87",24.33
11/18/2020,"3,567.79",-14.08
11/17/2020,"3,609.53",41.74
11/16/2020,"3,626.91",17.38
11/13/2020,"3,585.15",-41.76
11/12/2020,"3,537.01",-48.14
11/11/2020,"3,572.66",35.65
11/10/2020,"3,545.53",-27.13
11/9/2020,"3,550.50",4.97
11/6/2020,"3,509.44",-41.06
11/5/2020,"3,510.45",1.01
11/4/2020,"3,443.44",-67.01
11/3/2020,"3,369.16",-74.28
11/2/2020,"3,310.24",-58.92
10/30/2020,"3,269.96",-40.28
10/29/2020,"3,310.11",40.15
10/28/2020,"3,271.03",-39.08
10/27/2020,"3,390.68",119.65
10/26/2020,"3,400.97",10.29
10/23/2020,"3,465.39",64.42
10/22/2020,"3,453.49",-11.9
10/21/2020,"3,435.56",-17.93
10/20/2020,"3,443.12",7.56
10/19/2020,"3,426.92",-16.2
10/16/2020,"3,483.81",56.89
10/15/2020,"3,483.34",-0.47
10/14/2020,"3,488.67",5.33
10/13/2020,"3,511.93",23.26
10/12/2020,"3,534.22",22.29
