Date	Close
10/12/2021	"4,350.65"
10/11/2021	"4,361.19"
10/8/2021	"4,391.34"
10/7/2021	"4,399.76"
10/6/2021	"4,363.55"
10/5/2021	"4,345.72"
10/4/2021	"4,300.46"
10/1/2021	"4,357.04"
9/30/2021	"4,307.54"
9/29/2021	"4,359.46"
9/28/2021	"4,352.63"
9/27/2021	"4,443.11"
9/24/2021	"4,455.48"
9/23/2021	"4,448.98"
9/22/2021	"4,395.64"
9/21/2021	"4,354.19"
9/20/2021	"4,357.73"
9/17/2021	"4,432.99"
9/16/2021	"4,473.75"
9/15/2021	"4,480.70"
9/14/2021	"4,443.05"
9/13/2021	"4,468.73"
9/10/2021	"4,458.58"
9/9/2021	"4,493.28"
9/8/2021	"4,514.07"
9/7/2021	"4,520.03"
9/3/2021	"4,535.43"
9/2/2021	"4,536.95"
9/1/2021	"4,524.09"
8/31/2021	"4,522.68"
8/30/2021	"4,528.79"
8/27/2021	"4,509.37"
8/26/2021	"4,470.00"
8/25/2021	"4,496.19"
8/24/2021	"4,486.23"
8/23/2021	"4,479.53"
8/20/2021	"4,441.67"
8/19/2021	"4,405.80"
8/18/2021	"4,400.27"
8/17/2021	"4,448.08"
8/16/2021	"4,479.71"
8/13/2021	"4,468.00"
8/12/2021	"4,460.83"
8/11/2021	"4,447.70"
8/10/2021	"4,436.75"
8/9/2021	"4,432.35"
8/6/2021	"4,436.52"
8/5/2021	"4,429.10"
8/4/2021	"4,402.66"
8/3/2021	"4,423.15"
8/2/2021	"4,387.16"
7/30/2021	"4,395.26"
7/29/2021	"4,419.15"
7/28/2021	"4,400.64"
7/27/2021	"4,401.46"
7/26/2021	"4,422.30"
7/23/2021	"4,411.79"
7/22/2021	"4,367.48"
7/21/2021	"4,358.69"
7/20/2021	"4,323.06"
7/19/2021	"4,258.49"
7/16/2021	"4,327.16"
7/15/2021	"4,360.03"
7/14/2021	"4,374.30"
7/13/2021	"4,369.21"
7/12/2021	"4,384.63"
7/9/2021	"4,369.55"
7/8/2021	"4,320.82"
7/7/2021	"4,358.13"
7/6/2021	"4,343.54"
7/2/2021	"4,352.34"
7/1/2021	"4,319.94"
6/30/2021	"4,297.50"
6/29/2021	"4,291.80"
6/28/2021	"4,290.61"
6/25/2021	"4,280.70"
6/24/2021	"4,266.49"
6/23/2021	"4,241.84"
6/22/2021	"4,246.44"
6/21/2021	"4,224.79"
6/18/2021	"4,166.45"
6/17/2021	"4,221.86"
6/16/2021	"4,223.70"
6/15/2021	"4,246.59"
6/14/2021	"4,255.15"
6/11/2021	"4,247.44"
6/10/2021	"4,239.18"
6/9/2021	"4,219.55"
6/8/2021	"4,227.26"
6/7/2021	"4,226.52"
6/4/2021	"4,229.89"
6/3/2021	"4,192.85"
6/2/2021	"4,208.12"
6/1/2021	"4,202.04"
5/28/2021	"4,204.11"
5/27/2021	"4,200.88"
5/26/2021	"4,195.99"
5/25/2021	"4,188.13"
5/24/2021	"4,197.05"
5/21/2021	"4,155.86"
5/20/2021	"4,159.12"
5/19/2021	"4,115.68"
5/18/2021	"4,127.83"
5/17/2021	"4,163.29"
5/14/2021	"4,173.85"
5/13/2021	"4,112.50"
5/12/2021	"4,063.04"
5/11/2021	"4,152.10"
5/10/2021	"4,188.43"
5/7/2021	"4,232.60"
5/6/2021	"4,201.62"
5/5/2021	"4,167.59"
5/4/2021	"4,164.66"
5/3/2021	"4,192.66"
4/30/2021	"4,181.17"
4/29/2021	"4,211.47"
4/28/2021	"4,183.18"
4/27/2021	"4,186.72"
4/26/2021	"4,187.62"
4/23/2021	"4,180.17"
4/22/2021	"4,134.98"
4/21/2021	"4,173.42"
4/20/2021	"4,134.94"
4/19/2021	"4,163.26"
4/16/2021	"4,185.47"
4/15/2021	"4,170.42"
4/14/2021	"4,124.66"
4/13/2021	"4,141.59"
