Date	Close
10/13/2016	100.230003
10/14/2016	101.470001
10/17/2016	99.800003
10/18/2016	118.790001
10/19/2016	121.870003
10/20/2016	123.349998
10/21/2016	127.5
10/24/2016	127.330002
10/25/2016	126.510002
10/26/2016	126.970001
10/27/2016	126.470001
10/28/2016	126.57
10/31/2016	124.870003
11/1/2016	123.300003
11/2/2016	122.339996
11/3/2016	122.139999
11/4/2016	122.029999
11/7/2016	124.580002
11/8/2016	124.339996
11/9/2016	122.190002
11/10/2016	115.419998
11/11/2016	114.779999
11/14/2016	113.379997
11/15/2016	113.589996
11/16/2016	115.190002
11/17/2016	115.029999
11/18/2016	115.209999
11/21/2016	117.959999
11/22/2016	118.040001
11/23/2016	117.690002
11/25/2016	117.410004
11/28/2016	116.93
11/29/2016	117.510002
11/30/2016	117
12/1/2016	117.220001
12/2/2016	120.809998
12/5/2016	119.160004
12/6/2016	124.57
12/7/2016	125.389999
12/8/2016	123.239998
12/9/2016	122.879997
12/12/2016	122.830002
12/13/2016	123.779999
12/14/2016	123.440002
12/15/2016	125
12/16/2016	124.220001
12/19/2016	125.449997
12/20/2016	125.120003
12/21/2016	126.5
12/22/2016	125.580002
12/23/2016	125.589996
12/27/2016	128.350006
12/28/2016	125.889999
12/29/2016	125.330002
12/30/2016	123.800003
1/3/2017	127.489998
1/4/2017	129.410004
1/5/2017	131.809998
1/6/2017	131.070007
1/9/2017	130.949997
1/10/2017	129.889999
1/11/2017	130.5
1/12/2017	129.179993
1/13/2017	133.699997
1/17/2017	132.889999
1/18/2017	133.259995
1/19/2017	138.410004
1/20/2017	138.600006
1/23/2017	137.389999
1/24/2017	140.110001
1/25/2017	139.520004
1/26/2017	138.960007
1/27/2017	142.449997
1/30/2017	141.220001
1/31/2017	140.710007
2/1/2017	140.779999
2/2/2017	139.199997
2/3/2017	140.25
2/6/2017	140.970001
2/7/2017	144
2/8/2017	144.740005
2/9/2017	144.139999
2/10/2017	144.820007
2/13/2017	143.199997
2/14/2017	140.820007
2/15/2017	142.270004
2/16/2017	142.009995
2/17/2017	142.220001
2/21/2017	142.600006
2/22/2017	143.860001
2/23/2017	142.779999
2/24/2017	143.25
2/27/2017	143.410004
