Date	Close
10/13/2016	65.260002
10/14/2016	65.739998
10/17/2016	65.519997
10/18/2016	65.5
10/19/2016	64.989998
10/20/2016	64.169998
10/21/2016	64.360001
10/24/2016	64.589996
10/25/2016	65.080002
10/26/2016	64.5
10/27/2016	63.880001
10/28/2016	64.07
10/31/2016	64.660004
11/1/2016	64.129997
11/2/2016	64.019997
11/3/2016	64.120003
11/4/2016	64.029999
11/7/2016	65.18
11/8/2016	65.68
11/9/2016	62.150002
11/10/2016	60.709999
11/11/2016	60.630001
11/14/2016	60.560001
11/15/2016	61
11/16/2016	62.77
11/17/2016	64.889999
11/18/2016	65.160004
11/21/2016	65.68
11/22/2016	65.620003
11/23/2016	65.900002
11/25/2016	65.860001
11/28/2016	65.940002
11/29/2016	66.889999
11/30/2016	64.739998
12/1/2016	64.190002
12/2/2016	63.509998
12/5/2016	64.040001
12/6/2016	64.099998
12/7/2016	65.480003
12/8/2016	65.610001
12/9/2016	65.760002
12/12/2016	65.160004
12/13/2016	65.309998
12/14/2016	64.93
12/15/2016	65.330002
12/16/2016	65.480003
12/19/2016	65.889999
12/20/2016	66.339996
12/21/2016	65.589996
12/22/2016	65.589996
12/23/2016	66.080002
12/27/2016	66.290001
12/28/2016	66.519997
12/29/2016	66.849998
12/30/2016	66.300003
1/3/2017	65.93
1/4/2017	66.370003
1/5/2017	66.029999
1/6/2017	66.300003
1/9/2017	66.150002
1/10/2017	66.019997
1/11/2017	66.110001
1/12/2017	66.209999
1/13/2017	66.220001
1/17/2017	66.199997
1/18/2017	66.110001
1/19/2017	65.739998
1/20/2017	65.860001
1/23/2017	65.860001
1/24/2017	67.010002
1/25/2017	67.580002
1/26/2017	67.389999
1/27/2017	67.239998
1/30/2017	66.410004
1/31/2017	66.529999
2/1/2017	65.870003
2/2/2017	67.980003
2/3/2017	68.559998
2/6/2017	68.07
2/7/2017	68.489998
2/8/2017	68.18
2/9/2017	67.18
2/10/2017	67.32
2/13/2017	67.879997
2/14/2017	67.559998
2/15/2017	68.160004
2/16/2017	68.620003
2/17/2017	68.580002
2/21/2017	69.139999
2/22/2017	68.860001
2/23/2017	68.970001
2/24/2017	70.360001
2/27/2017	69.82
2/28/2017	69.330002
3/1/2017	70.599998
3/2/2017	69.949997
3/3/2017	69.629997
3/6/2017	69.07
3/7/2017	68.629997
3/8/2017	68.300003
3/9/2017	68.620003
3/10/2017	68.5
3/13/2017	68.739998
3/14/2017	68.769997
3/15/2017	68.809998
3/16/2017	69.290001
3/17/2017	69.279999
3/20/2017	68.480003
3/21/2017	67.739998
3/22/2017	68.360001
3/23/2017	68.010002
3/24/2017	67.760002
3/27/2017	67.550003
3/28/2017	67.839996
3/29/2017	67.540001
